Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,6.130000114440918,6.239999771118164,6.0,6.199999809265137,6.199999809265137,8823600
2019-01-03,6.099999904632568,6.150000095367432,6.019999980926514,6.050000190734863,6.050000190734863,7562900
2019-01-04,6.190000057220459,6.400000095367432,6.130000114440918,6.360000133514404,6.360000133514404,9405600
2019-01-07,6.409999847412109,6.590000152587891,6.309999942779541,6.5,6.5,9709000
2019-01-08,6.570000171661377,6.579999923706055,6.170000076293945,6.400000095367432,6.400000095367432,9603800
2019-01-09,6.409999847412109,6.690000057220459,6.349999904632568,6.630000114440918,6.630000114440918,11489900
2019-01-10,6.630000114440918,6.730000019073486,6.409999847412109,6.659999847412109,6.659999847412109,11221100
2019-01-11,6.5,6.619999885559082,6.480000019073486,6.590000152587891,6.590000152587891,6902300
2019-01-14,6.510000228881836,7.150000095367432,6.369999885559082,6.800000190734863,6.800000190734863,19454100
2019-01-15,6.849999904632568,7.070000171661377,6.75,6.820000171661377,6.820000171661377,12633000
2019-01-16,6.800000190734863,6.900000095367432,6.679999828338623,6.710000038146973,6.710000038146973,6941200
2019-01-17,6.699999809265137,6.880000114440918,6.53000020980835,6.809999942779541,6.809999942779541,8508900
2019-01-18,6.889999866485596,6.909999847412109,6.679999828338623,6.710000038146973,6.710000038146973,9240900
2019-01-22,6.630000114440918,6.670000076293945,6.510000228881836,6.570000171661377,6.570000171661377,6379600
2019-01-23,6.630000114440918,6.789999961853027,6.46999979019165,6.550000190734863,6.550000190734863,5686000
2019-01-24,6.46999979019165,6.75,6.46999979019165,6.579999923706055,6.579999923706055,5920000
2019-01-25,6.650000095367432,6.78000020980835,6.599999904632568,6.650000095367432,6.650000095367432,6723600
2019-01-28,6.559999942779541,6.679999828338623,6.480000019073486,6.670000076293945,6.670000076293945,5111000
2019-01-29,6.679999828338623,6.96999979019165,6.639999866485596,6.940000057220459,6.940000057220459,14200100
2019-01-30,6.940000057220459,7.550000190734863,6.920000076293945,7.460000038146973,7.460000038146973,28775000
2019-01-31,7.400000095367432,7.889999866485596,7.400000095367432,7.880000114440918,7.880000114440918,21233900
2019-02-01,7.849999904632568,8.109999656677246,7.679999828338623,7.900000095367432,7.900000095367432,20788800
2019-02-04,7.960000038146973,7.980000019073486,7.739999771118164,7.849999904632568,7.849999904632568,8585300
2019-02-05,7.710000038146973,7.960000038146973,7.610000133514404,7.880000114440918,7.880000114440918,9029900
2019-02-06,7.949999809265137,8.59000015258789,7.829999923706055,8.399999618530273,8.399999618530273,33404700
2019-02-07,8.279999732971191,8.369999885559082,7.800000190734863,8.039999961853027,8.039999961853027,23198200
2019-02-08,8.0,8.0,7.28000020980835,7.670000076293945,7.670000076293945,21709300
2019-02-11,7.670000076293945,7.769999980926514,7.380000114440918,7.460000038146973,7.460000038146973,9750700
