Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,4.0,4.239999771118164,3.9700000286102295,4.199999809265137,4.095223903656006,20573600
2019-01-03,4.260000228881836,4.289999961853027,4.170000076293945,4.239999771118164,4.134225845336914,21264400
2019-01-04,4.289999961853027,4.440000057220459,4.269999980926514,4.420000076293945,4.3097357749938965,25632200
2019-01-07,4.409999847412109,4.429999828338623,4.309999942779541,4.349999904632568,4.241481781005859,29566800
2019-01-08,4.420000076293945,4.449999809265137,4.289999961853027,4.329999923706055,4.221980571746826,28894000
2019-01-09,4.360000133514404,4.449999809265137,4.340000152587891,4.389999866485596,4.280483722686768,26220500
2019-01-10,4.360000133514404,4.539999961853027,4.360000133514404,4.5,4.387740135192871,40476400
2019-01-11,4.539999961853027,4.650000095367432,4.53000020980835,4.630000114440918,4.514496803283691,45870600
2019-01-14,4.659999847412109,4.699999809265137,4.619999885559082,4.670000076293945,4.553499221801758,34416900
2019-01-15,4.699999809265137,4.75,4.690000057220459,4.730000019073486,4.612002372741699,41402300
2019-01-16,4.710000038146973,4.760000228881836,4.659999847412109,4.690000057220459,4.572999954223633,25838800
2019-01-17,4.650000095367432,4.760000228881836,4.630000114440918,4.739999771118164,4.6217522621154785,24061900
2019-01-18,4.75,4.760000228881836,4.679999828338623,4.75,4.631503105163574,17804600
2019-01-22,4.71999979019165,4.75,4.539999961853027,4.570000171661377,4.45599365234375,27176300
2019-01-23,4.550000190734863,4.559999942779541,4.460000038146973,4.539999961853027,4.426742076873779,27489300
2019-01-24,4.489999771118164,4.559999942779541,4.460000038146973,4.480000019073486,4.368238925933838,29604600
2019-01-25,4.570000171661377,4.590000152587891,4.489999771118164,4.53000020980835,4.416991710662842,18543400
2019-01-28,4.610000133514404,4.739999771118164,4.590000152587891,4.730000019073486,4.612002372741699,29453900
2019-01-29,4.769999980926514,4.789999961853027,4.690000057220459,4.75,4.631503105163574,37650100
2019-01-30,4.78000020980835,4.840000152587891,4.679999828338623,4.820000171661377,4.699757099151611,22517500
2019-01-31,4.860000133514404,4.880000114440918,4.760000228881836,4.809999942779541,4.690006256103516,18418700
2019-02-01,4.800000190734863,4.940000057220459,4.789999961853027,4.929999828338623,4.807012557983398,23082800
2019-02-04,4.869999885559082,5.0,4.849999904632568,4.96999979019165,4.846014976501465,27220200
2019-02-05,5.059999942779541,5.099999904632568,4.960000038146973,5.03000020980835,4.904518127441406,29620600
2019-02-06,4.920000076293945,5.0,4.849999904632568,4.880000114440918,4.758260250091553,22451200
2019-02-07,4.920000076293945,5.039999961853027,4.880000114440918,5.019999980926514,4.894767761230469,80236600
2019-02-08,5.03000020980835,5.050000190734863,4.78000020980835,4.800000190734863,4.680255889892578,94192400
2019-02-11,4.829999923706055,4.960000038146973,4.800000190734863,4.929999828338623,4.807012557983398,57084100
2019-02-12,5.0,5.03000020980835,4.929999828338623,4.980000019073486,4.855765342712402,28864800
2019-02-13,4.909999847412109,4.949999809265137,4.829999923706055,4.860000133514404,4.7387590408325195,60236100
2019-02-14,4.820000171661377,4.980000019073486,4.800000190734863,4.949999809265137,4.826513767242432,54849400
2019-02-15,4.989999771118164,5.010000228881836,4.900000095367432,4.949999809265137,4.826513767242432,21964800
2019-02-19,4.860000133514404,4.949999809265137,4.849999904632568,4.880000114440918,4.758260250091553,18923300
2019-02-20,4.860000133514404,4.920000076293945,4.820000171661377,4.829999923706055,4.709507465362549,19919200
2019-02-21,4.820000171661377,4.869999885559082,4.769999980926514,4.869999885559082,4.748509407043457,24121200
2019-02-22,4.829999923706055,4.849999904632568,4.789999961853027,4.840000152587891,4.7192583084106445,21977200
2019-02-25,4.889999866485596,4.900000095367432,4.840000152587891,4.849999904632568,4.729008674621582,14976000
